,reviews_title,reviews_text,ratings,author,stay_date
135,First time in NY,We visited for the first time NY so we tried to book in the best place according to the downtown and Times Square. This hotel has an amazing location just 1 block from timers square so to take any train or bus is really handy. Regarding breakfast there’s two and almost 3 places  to have it 2 on the same hotel (just try to weak up darkly otherwise the lines are horrible) also the 3rd is outside the hotel and just food to go. Room was cozy and with nice space but our view was facing the ally and definitely was no sun light at all. The kiosk for self check in was good and handful. During night time despite the amazing massive amount of rooms per floor there was no noice and we were able to sleep with no issue. Finally regarding room cleaning was fine but unfortunately is a veeeeery old hotel so if you are expecting something other than old rooms and very noisy elevators you’ll have to chose another place.,3,gabriel v,Aug-21
136,A memorable experience in NYC!!,"Me and my girlfriend had a fantastic stay at the hotel Edison. As soon as we entered we were greeted by the manager, Mr. Scott Geres who recommended carve for a place to grab breakfast the following morning, with our complimentary breakfast vouchers. We did just that and we’re delighted to find a wide variety of different breakfast options to choose from which put a smile on both our faces. Our room accommodations were spectacular with gorgeous views of Times Square! Our spacious suit had all the essentials and more! Our rooms were cleaned both days and beds made. Looking forward to returning to the hotel Edison to experience another premium stay in the big apple!",5,Roy P,Aug-21
137,Wonderful stay at the Edison,"My partner and I really enjoyed our mini getaway in the city. Everything about our stay was amazing, our room was chic, clean, and we had a great view of the big Apple. The staff was very nice and we were greeted by the General Manager Mr. Geres multiple times, which made us feel comfortable at our home away from home for the weekend. He recommended the Carve Cafe for breakfast which was on the voucher. The place turned out to be great and convenient! We will definitely be coming back to the Edison next time we are in NYC.",5,Isabella C,Aug-21
138,We really enjoyed our stay.,"I stayed here a year ago with my partner and we had amazing stay.  Clean and very quick and helpful staff.  Check in was easy, restaurant downstairs is perfect for breakfast.  I really loved it here.  I would recommend it to anyone.",5,Dawn,Oct-20
139,Loved it!!!!,"My friends and I stayed here for a long weekend during our visit of the city. The location is simply perfect.   We were pleasantly surprised, the room had everything and more than we could have asked for and was very clean. The view outside the window overlooking Times Square was breathtaking as well!  The staff was very attentive, professional and friendly.  I want to give special thanks to Rommel Gopez, who really went out of his way to make sure that we had a wonderful stay.  We also enjoyed the hotel’s restaurants/bar which are conveniently located inside the hotel (Friedman’s, Bond45 and The Rum Place).  Thank you again Hotel Edison for an unforgettable weekend!  I would definitely recommend this hotel to everyone.",5,Ines E,Jul-21
140,Yesssss We're back at it!!!!! Love New York...,"Looking for a great hotel to stay in the City?  Look no further stay at Hotel Edison.  We stayed there in July and had an excellent experience.   From the time we arrived to our departure.  We stayed in one of the Family suites.  Room was top notch, clean and sanitized with all the amenities needed for a pleasant stay including Bars and Restaurants .  Hotel Staff were pleasant and helpful during our stay with special thanks to Rommel Gopez who insured all our needs during our stay were cared for.",5,Marlen S,Jul-21
141,Absolute perfection,I had an amazing stay at The Edison. It was in the heart of Times Square and was just perfect. Rommel Gopez made all the difference for us. He had gifts for us and sincerely cared about our experience. I never felt as though he were annoyed or not enjoying his job and it made such a great impact. We will be back!!!,5,Logan M,Jul-21
142,Best value in NYC!,"I arrived a little early, but they checked me in, which they do to save a mad rush at 3 pm. Normally after checking in, you can check your luggage but can’t access your room until 3 pm. The concierge suggested a room upgrade  — for $30 more I could have a “Signature” room; king size bed, newly remodeled, free bottle of water, Starbucks coffee,  and lovely view. I took the deal and Justina said my room was ready so I was free to go on up. I’ve stayed here many times, and this is by far the nicest room I’ve ever had. It was totally worth the extra $30. I’ve always loved the Edison, with its Art Deco lobby and three onsite restaurants (breakfast included in the room price!), and its proximity to everything. The only problem with this room I’m in now is that I don’t want to leave it, even to soak up the atmosphere of my favorite city.",5,Cathy R,Aug-21
143,BED BUGS,"I have bed bug bites everywhere. I didn’t want to believe it but they are 100% bed bugs. Do not stay here! Dirty, dark tiny rooms. Walls are also so tiny and you can hear everything. Kids running up and down the hallways screaming",1,Cassie M,Aug-21
144,Not bad,"Hotel Edison turned out to be a pretty good place to stay while in NYC. I was in NYC for two weeks and stayed at this hotel for the second week of my trip. When I first pulled up to the hotel in my Uber and saw the crowded lobby, I thought ‘OMG’. I had stayed in a smaller, quaint hotel in the village the week prior and this place was the exact opposite. The lobby is a zoo. It’s full of tourists in green, foam Statue of Liberty hats who are excited to be in the city. It’s not even a block to Times Square (which I detest), so if that is your thing, you will be right at home here. I arrived early at 11 am. There is a line for the front desk. A long line. And it moves excruciatingly slowly. Lots of people checking in using passports and paying in cash, which takes longer. I will say that when I finally got called to approach, the desk agent was super friendly and took my number and promised a text when my room was ready. I stored my luggage for free and went to roam the city. Two hours later, I got the promised text stating that the room was ready. I returned a little later, got back in excruciatingly slow moving line and got my keys to check in. I asked the front desk agent if I had to get back in that ridiculous line if, for some reason, my key cards stopped working. His answer was ‘unfortunately yes’. My room was on the 11th floor and had a queen bed. It was on a back corner of the hotel and had two big windows. The view was not bad but not great either, as it just looked onto neighboring buildings. They honored my request for a room with a bathtub. The first thing that I noticed was that the room was really old and banged up. The walls and trim had 75 years of paint jobs on them and the door to the bathroom was original. The carpet was old and needed to be replaced. But, despite all of this, the room was spotlessly clean and  the bed was super comfy with nice linens. The bathroom was overdue for an update as well, but, again, very clean and tidy. The Bigelow toiletries were a nice touch.  There was a flat screen tv with lots of channels and plenty of storage space for my week long trip. To my surprise, I received housekeeping service daily. So many hotels are still operating with limited housekeeping, if they offer it at all, so this was appreciated. I left the housekeeper a nice tip. The hotel, like most NYC hotels now, charges a bogus ‘resort fee’ of $31/day plus tax. I hate these fees and just wish that the hotels would increase their nightly rates and be more transparent. One of the reasons that I chose the Edison was because the resort fee included a ‘free’ breakfast. Each day as I made my was down to the lobby I saw the line for said ‘free’ breakfast and each day I decided to pass. There is a Dunkin Donuts around the corner and I got my morning coffee there so I essentially got nothing for my $31/day. There is a bar off the front lobby which seemed very popular and I heard live music from there during the weekend hours. When you enter the hotel there is a suited security person by the elevators and you must show your room key to approach. Luckily my key card never stopped working so I avoided getting back in line for the front desk. Upon checkout, I used the self serve kiosk which worked great and saved me a lot of time. I never really interacted much with the staff until checkout when I decided to ask one of the bellmen for assistance in hailing a cab to the airport. Cabs are scarce now in NYC and his assistance was greatly appreciated. It turns out his name is Bobby and he’s been at the Edison for 40 years. I really enjoyed chatting with him and he was very thankful for my tip. Overall the Edison is not a bad place to stay, just be aware that you’re going to be in the madness of Times Square and be prepared for a long line if you need the front desk. Fortunately, I only needed a place to sleep and shower and the Edison was perfectly fine for that. Would I stay again? Yes, but only if I got a fantastic rate like I did for this trip. I gave the hotel four stars (added on an extra star for Bobby the doorman).",4,nyclover18,Jul-21
145,Great location,"Great location and a historic, beautiful hotel. The staff was very nice and reponsive when we needed a repair and some housekeeping items. Beautiful lobby which was often hectic, but there was staff letting us know where to line up. The room was small but efficient and had everything we needed. Comfortable bed, good coffee and tea, nice shower and bathroom. Easy to hear noise from the hallway. We received breakfast vouchers for 3 different locations. It was a comfortable stay.",4,Dansker58,Aug-21
146,Awesome Staff,"Regis, Danny and Alex are awesome. My son left some items behind after check out, which we did not realize until we got home. We contacted the hotel assuming the items were lost forever but, the Security Manager Alex was more than helpful. He had his staff secure the items in a safe place and told me exactly how to retrieve them. When I arrived at the hotel Regis and Danny were very busy but, took the time to help me retrieve the items with a smile on their faces. So grateful for this staff and this hotel, can't wait to go back.",5,M L,Jul-21
147,THANK YOU DANNY!,"Our room was a bit “dated”, but the kindness of the staff was unparalleled . When we had to leave unexpectedly after the first night, the manager (Danny) was so helpful with all of the last minute details of our early departure. The folks at the front desk were also amazing.",4,Danielle H,Aug-21
148,Excellent Stay,"5out of 5We had an overall excellent experience at Hotel Edison! The staff said the hotel had been closed for 14 months due to Covid and they were happy to be back at work and it showed! Everyone we encountered was friendly and helpful! We had daily maid service in our room, so fresh towels and made-up beds were nice to return to. We felt very safe, they had a doorman greeting all hotel guests and a bellman standing by the elevators checking for hotel keys. Even if someone managed to get by, you cannot use the elevator without swiping your keycard. The location can’t be beat- right next to Times Square! The only negative would be the breakfast, I selected a hotel that had breakfast included, but you only get two vouchers per room. We had 4 people. So two mornings we ate at the hotel and the other two we enjoyed Krispy Kreme then authentic NY bagels. It was a win! The building is a little older, but the location and staff outweigh that.",5,JennyCTx,Jul-21
149,Thank you Jahaida!,"Thank you very much for the supervisor Mrs. Jahaida See for her great efforts in helping me finding my missed bag in a cab, it took her almost 2 hours trying to reach the taxi company by phone and online in addition to her efforts to guide me to check in police stations for lost properties. Greatly appreciated.",4,ramseynagham,Jul-21
150,Good value but be prepared for long breakfast queues,"Bizarrely, this hotel does not reply to any e-mails. I had to make several  international phone calls instead - an  annoying start. The hotel itself lives up to its billing as an attractive art deco, well located and good value place. The room was big enough with nice bathroom. The queues for breakfast however were long (10-30 minutes). There were also on occasion queues for reception but the staff were  helpful, especially on the front desk.",4,Trail17725242720,Aug-21
151,bad experience,"I stayed for 14 days. I always had to queue long,  at the front desk, or for breakfast (they only give you 2 bouchers for breakfast, if there are more in the room, it is not free), they serve you in very bad ways, the rooms do not have a coffee maker or a minibar, I had to ask them to give one, because otherwise I was leaving. Very basic and old furniture. Super small babthroom. Poor treatment at the front desk staff, all the time ! , and queuing for 20 min, 10 min or 30 min according to the schedule, for whatever. There is no courtesy anything with these people. From the bedroom call, they  rarely answer  because they are always busy. I can only speak well about the cleaning . Uncomfortable, old and bustling hotel.",1,Andrea A,Jul-21
152,Good hotel and great walking tours,"A great place to see Manhattan. Right at the city center and near times square.The hotel is good enough. Great staff, everyone is very helpful and included breakfast is a pro.The hotel provides free walking tours around the area. They are really great, the guides know and love what they are doing. Definitely recommend to use that option if you are into history and architecture",5,Vitaliy,Jul-21
153,Finally back to a home away from home!,"After many many long months, I was delighted to come back to the Hotel Edison for a long weekend visit.  My last travel date was March 2020, ( also included a Hotel Edison stay ) and I couldn’t wait to return.  The staff, as always was very welcoming and helpful. I was very impressed with all the Covid precautions that are being implemented. and strictly followed.  Staff are going above and beyond to be sure guests feel safe, secure and comfortable.  I know I surely did!!My Junior Suite was roomy and impeccably clean. It was great to see that Bond 45 and Friedman’s are open and serving delicious food, without the need to go further than the lobby. Thank you to the staff for making my first trip back after a long wait so very memorable.  I definitely recommend staying at the Hotel Edison.",5,gm14142017,Jul-21
154,Amazing hotel with lovely staff and perfect location,My friend and I decided to go to our first big trip since the start of COVID and Hotel Edison did not disappoint. The whole staff was super friendly and helpful and we even got complimentary breakfast. The location was very convenient to all the places we wanted to go to. The room was clean and had everything we needed to have a restful stay. Planning to come back with my family!,5,Liora,Jul-21
155,Hotel Edison is Awesome!!!,"I had an amazing experience staying at the Hotel Edison.  The staff were all wonderful and very accommodating to my needs!  I felt very secure during my stay! Great breakfast too!  The Hotel Edison is centrally located to many attractions i.e. Times Square, Broadway and Central Park just to name a few.  I would highly recommend staying at this hotel and I look forward to coming back!!!",5,Antoinette G,Jul-21
156,Love New York,Hotel service was wonderful. Keith was very helpful and professional. Will definitely come back.Really love the security really safe. Breakfast good. Nice and clean. Right next to downtown New York and Broadway. Perfect location to go near all attractions with your family.,4,Flo,Jul-21
157,Great stay 10/10 would stay again!,This was the second time in NY first time visiting hotel Edison and I would recommend this place to anyone from now on! Staff was amazing and accommodating. Arriving at 5am they allowed us to check in our bags and looked for an earlier check in time for us with no issue. The security on site is great requiring room keys for entry to elevators. Breakfast vouchers were great each morning and staff was friendly and funny. Lastly Skint and Danny were able to secure a late check out time since our flight was not until 8pm! Awesome experience with this place and you are missing out if you don’t stay here!,5,Laura R,Jul-21
158,A most delightful experience at the Edison at Times Square.,"Best location in NY, just at Times Sq.  Friendly and efficient Staff, very clean. Covid and security minded. I would like to specially refer to the most friendly and helpful doorman Bobbie. Walking distance from all major NYC attractions. Most recommended.",5,DubieDunietz,Jul-21
159,Best place in Times Square,If you will be in New York for a stay then Hotel Edison is where you want to be. Beautiful place with in house restaurants and the best staff around. Security is a priority here to with staff at all entrances and card scans to go up in elevators. You need to choose this place if you’re coming to New York! Just steps from Times Square!,5,Gina B,Jul-21
160,Great vacation,"Excellent location, great service and hospitality. Room small but very clean. Comfortable for a couple. Great security and very friendly staff,  specially the room cleaning ladies. We had a great time, can't wait to go back!",5,L Carrion,Jul-21
161,Keith,Keith is the best in customer service! A++ Our TV was not working on arrival and he got someone right up to our room to get it going. It was late in the evening but that didn’t matter to him. He is always so cordial and friendly. Thank you Keith in Concierge services!,5,Renee' C,Jul-21
162,An Art Deco Treasure,"I've been staying at the Hotel Edison for all of my trips to NYC for over 22 years, and I must say that the experience of staying there is just getting better and better. This art deco hotel is a gem in the theater district...a short walk to Times Square and many other landmarks and attractions. The rooms are very comfortable and clean - some are small and have limited views, but they are more than adequate for the purpose of recharging your batteries for a fun day (and night!) in the Big Apple. The staff are very friendly, very helpful, and very good at what they do. I'm already looking forward to my next stay at the Hotel Edison in September. Give this hotel a try - I hope you like it as much as I do!",5,George F,Jul-21
163,Fabulous,"This is a top notch hotel.  We enjoyed absolutely every minute here! Perfect for families.  The neighborhood is fantastic and safe!!  We had a signature suite and it was a two room hotel.  Perfect for a family of 3 or 4.  The concierge services were top notch.  Bennie at the concierge desk is so friendy, helpful and knowledgeable.  The breakfast was delicous.  The hotel staff are top class!",5,Anissa H,Jul-21
164,Looking forward to a great stay,"After reading the reviews and looking at the location, we have booked Hotel Edison for our upcoming trip 7/30 - 8/4. Kids are super excited and hoping we will be able to get a room with a view/terrace. We will try to call as well as request at check in, hopefully it will work and we will have a great stay. I will update the review upon return with first hand experience.",5,rkumar3,Jul-21
165,Great Hotel,"Great location , accommodations excellent,  great location. Group will return in December. This will be my new go to location in NYC. Beds were comfortable and the hotel and rooms clean. I felt safe. I recommend Hotel Edison",5,parsassy1,Jul-21
166,Business Trip to Time Square,"One night stay at the Edison was lovely! The staff was very friendly, our room was clean and updated. I was upgraded to the king room instead of the queen that I paid for which I greatly appreciated. The check-in was semi flexible. Would certainly stay again my next time to NY!",5,Kayla K,Jul-21
167,Wonderful renovation,"We thoroughly enjoyed our stay at Hotel Edison. I was impressed with the freshly restored art deco murals, fixtures, and even the lobby tilework. The staff was incredibly friendly and the room was surprisingly large for midtown Manhattan. The room was likewise nicely appointed and upgraded.",5,Bruce B,Jul-21
168,Family friendly fun,Great location near Time Square!  Staff was very friendly and helpful. Free breakfast was included with our package deal and was quick and easy as well as delicious. We had a small problem with our reservation and they immediately made it right and upgraded to a larger room. The only reason I'm giving it four stars (I would give it 4.5 if that was an option) is the wait time for the front desk was too long.,4,beacher,Jul-21
169,"Centrally located, Great service","I came into town for work and needed to stay close by because I was on a time crunch. I found Hotel Edison and was pleasantly surprised by how affordable and comfortable it was. After I left, I realized that I had left my jacket in the closet. 10 days after leaving, I was able to get in contact with Alex who confirmed that they had my jacket and the following day, Danny helped me out by returning my jacket to me safe and sound AND letting me check my bags with them so I could have lunch without dragging my luggage with me. Thank you so much!",5,Nancy L,Jul-21
170,Stay in affordable style!,"I thought I was booking a different hotel, but when my booking was confirmed and I saw the address, I was like ""OK- it's midtown- no biggie."" It wasn't the location or the hotel I was expecting, but boy, was I happy with my lack of attention when making my original reservation. Hotel Edison is conveniently located and nicely appointed. We had a room on the 9th floor, and I was immediately dreading the ""wait for the elevator"". I have never seen such a well run and reliable system in a New York hotel. The hotel was clean, and I loved the art deco appointments. The room was very comfortable. The hotel even offers a complimentary umbrella for guests. Staff was easy to find and were always efficient and friendly. I would definitely go back.",5,Minamo67,Jul-21
171,Amazing experience and location!,"I stayed at this hotel one night to see a show uptown. The location is unbeatable and safe at all hours. There was also no noise concerns because it's located just off the heart of Times Square. The view in the upper floors is beautiful. The bathroom and room was clean, the hotel staff incredibly kind, and the elevators quick and efficient. It was the perfect way to treat myself to a show in NYC and explore around me at all hours. I'll definitely be back again!",5,Lili,Jul-21
172,Great Service,"After having some ""drama"" with nearby hotel being closed and not informing me, Hotel Edison saved the day. Luckily a colleague of mine was also staying at this location recommended it and minutes after reserving online front desk gentleman was able to check me in early. Great location at the center of everything. Breakfast voucher, delicious. Great spacious room, friendly staff. Definitely coming back and recommending to friends. Thank You!",5,Ade,Jun-21
173,Employee Justina,Justina ( front desk check in) was exceptionally helpful and went out of her way to sure we had the best experience while we stayed at the hotel.  We had a room that I has scheduled online and it was not the best fit for what we were looking for.  She set us up in a better room suited for our needs. She was very personable and made us feel very welcome!!,5,Heather S,Jun-21
174,Amazing experience first time nyc trip,"Stayed for 10 days , traveled alone.the hotel staff felt life family! The room was very clean, and nice view I felt very welcomed , and they helped me with everything I needed.Danny was the nicest person i met in New York !!Every day asked me if i need anything, and how was my day.. i had a late flight-  long after my checkout, And still offered his help with breakfast, and water, even thanks to him met a person on the same flight and we took uber together Also adelle from the transportation and reception, was very patient, and helpful planing my first trip to nyc Was to do and how to het there ! Will definitely come back !!",5,ורד X,May-21
175,"Outstanding hotel, I highly recommend it!","The rooms were very clean, comfortable, and the staff were amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting New York and would like to stay in Times Square.",5,Kate M,Jul-21
176,Concierge made sure my trip will always be remembered,The concierge (Yustina was manning the front desk) and other service providers in Hotel Edison were top notch! Such attention to detail. They made my stay quite memorable through their kindness and pervasive smiles. I will definitely return.,5,Andres M,Aug-20
177,Can we bring our housekeeper home with us?!,"When we first arrived, construction at this location had us off to a bit of a rough start. I spoke to Leoden the manager and he took great care to ensure we were moved to a better location. Thank you!  This hotel is in a great location within minutes walking to many tourist attractions, bus stops, and subway stops! Our family suite room is spacious for a NYC hotel. Our favorite part though, is our housekeeper Mada! She is happy, helpful and friendly. She does a great job and always asks how we are doing. She even remembers our names! I wish we could take her home with us. LOL",4,Vikki C,Jul-21
178,Amazing!,I just returned from a trip to the city and stayed at Hotel Edison. This place was so amazing and in a perfect location. It was clean and the staff were so friendly. Dan & Scott made our whole group feel right at home. I couldn't have asked for it to have been any better and I have already given the hotels information to two other groups of people that I know who are planning a trip. Thank you all so much!!!,5,bgthompson,Jun-21
179,Best trip,"Recently we spent a week in the city, we stayed at hotel Edison and it was amazing as always. The staff went above and beyond to help and show us the best time, we stay there every year but this was the best, Danny and Scott just helped make this trip extra special from reservations, suggestions, upgrading a room, getting rides they just made our trip to the big city everything you could ask for and more. Thank y’all so much, can’t wait to visit again.",5,Melinda N,Jun-21
180,Good price for a place so close to Times Square,"The lobby was nice and the dining room was beautiful. Price was really good considering the location, it was close to the tour bus stops, Times Square, and Central Park. The free breakfast was also a nice touch.",5,Angie B,Jun-21
181,It was ok,"The beds were uncomfortable, there was paint peeling from the ceiling, mold in the bathroom, our electricity went out 4 times, our AC stopped working, the line for breakfast was long and the food was not worth the wait. Way better breakfast at carves down the road!  The 3 out of 4 times they would not answer the phone when we called from our room and we would have to go downstairs and wait in line. They only had one person at the front desk too so it always a 10-20 minutes to talk to someone.   BUT the staff was amazing, so nice and friendly and the Bell men’s were very helpful! The location was perfect too. This was the only thing that made our stay good.",3,Lorah519,Jun-21
182,"Classic, Yet Charming Hotel",My first trip to NYC and our stay was exceptional.  Staff was professional and helpful with any questions we had during our stay.  Please visit the Bond 45 bar/bistro on the first floor near the door on 46th.  Great staff and superb drinks!  Our rooms were cleaned and sanitized during our stay.  Safe atmosphere but protective of guest's comfort too.   I will definitely stay here the next time!,5,K & M Ranch II,Jun-21
183,Great experience,"Thank you again Hotel Edison, we once again had a great experience .  The rooms are clean and comfortable and the staff  ... Well they are amazing.  From the moment we stepped out of our car to the moment we were checking out. Everyone was helpful and pleasant. We are already looking forward to our third visit sometime this fall. Again Thank You!",5,Tammy B,Jun-21
184,Wonderful stay,"We have celebrated our 25th wedding anniversary in NY, and our stay at the Edison Hotel has been a great success. The attention and quality of their services have been perfectly complemented on our trip.",5,Erick Chaves,Jun-21
185,Great time,"I visit the hotel Edison almost on a monthly basis,Apart of its great location next to the time square, and the renovation that was made.The most important is, the people of the hotel,From the door mans the reception and up…They all make you feel like home!!!!",5,Roy W,Jun-21
186,"Best time, best hotel, best Serivce!",Just took a girls trip to NYC and the service we received at Hotel Edison was definitely one of the highlights!! Danny and Scott went above and beyond to make sure we were taken care and even helped with reservations at a well known New York hotspot. This will 100% be the place I call home during my next trip to The Big Apple!!,5,Megan Mccullar,Jun-21
187,I love the Hotel Edison,I love the Hotel Edison - it was so great to be back after so much time away due to the pandemic.  The hotel is:Clean!  Safe! Quiet!  Friendly!  And...Room was huge and beautiful!!The location is PERFECT - especially if you are a theater fan.  It's so easy to get a subway anywhere you want to go.  Easy walk to so many great restaurants. I can't wait for my next trip!,5,Jennifer Z,Jun-21
188,"New York is BACK, Starting with Hotel Edison!!","WOW! My husband and I stayed at the Edison four nights on the 17th floor, room 1730.Totally awesome king bed, remodeled room and a great bathroom with above average shower! The Hotel is half a block from Time Square, however, the room was totally silent and dark at night time (...when you need it). During the day, the room was light due to the three windows available in the room....Loved it!.Justina at the front desk was courteous, informed and welcoming. We originally paid for a ""classic"" room ($98), but Justina informed us that for $20 extra a night, we should upgrade to the remodeled room on a a higher floor with a king bed..... She was right!The free breakfast was, whether at the restaurant on site OR the cafeteria in the corner, were exactly what we expected and it was great every morning. Since we are early birds, we did not encounter any lines or wait time ( word to the wise...).Finally, my last words are for the housekeeping... they were SUPERB. They brought us a bath robe and slippers immediately when I informed that that there was only one set in the room. The bedroom and bathroom were immaculate every night when we got back to the hotel....totally worth the extra $30 resort fee.Cheers to all the staff.....I am glad you are open and doing great business. You are true New Yorkers:)",5,Claudia Marcela,Jun-21
189,Perfect location and transfer service.,"It is right by Times Square, close enough to enjoy the city and turistic places. The rooms are small but comfortable with noise isolation. Breakfast was perfect with different options to choose (whole wheat bread, eggs, granola, yogurt, french toasts, croissant,  coffee...). I asked for a roudtrip transfer service from JFK to the hotel and the staff in charged was very helpful. Thanks to Adele who helped us with all the information we required for our roundtrip transfer service, it was perfect! Our driver Javier was very kind, waited for our delayed flight and the service was perfect.",5,Grethel C,Jun-21
190,Perfect Location with Excellent Service,"It is right by times square, down half a black so you are out of the main crowd, but close enough to enjoy it in under a minute walk. The service was excellent. everyone smiled and was helpful. the breakfast is a real meal, free, and i recommend the croissant.",5,Danielle M,Jun-21
191,Location Location Location - with Breakfast-for a low price!,The rooms are small and dark but comfortable. The staff is wonderful. Breakfast is a huge bonus. Nothing compares to the location. Less than 50 yards to the TKTS booth in Times Square. Remarkably quiet for the location. I stayed here twice in two weeks for business and then for personal travel. I will return to this gem frequently.,4,APrettyLittlePark,Jun-21
192,"Great Location, Security, and Breakfast!",The Hotel Edison is just feet away from Times Square and all that is going on in the area.  The subway is around the corner which made travelling uptown or downtown very easy.  Our room was very clean and comfortable.  The A/C was so cold we had to unplug it at times.  It was a nice relief from 90 degree weather with 86% humidity.  Security was 24/7 which made us feel safe for our entire stay (4 days).  We were given free breakfast coupons which helped kickstart our mornings.  All in all it was a terrific stay.  New York is back!,5,mgar2764,Jun-21
193,Perfect visit,Hotel was remarkable and location was perfect Dany made it worth the price for the extra mile he goes.and he was able to tell me all the sights and attractions i needed to see.Will be visiting on all my trips from now on,5,Lucy H,May-21
194,Service ���,Had a very short stay at this hotel  it was amazing . The rooms were clean and the service was impeccable. Thanks to the guy named scott and a guy danny.  Fyi their business rooms are the greatest to have meetings.felt like a executive doing mines there�,5,Valencia B,Jun-21
195,Top notch services,Visited this hotel on the day they opened back up you can tell it was some confusion but the staff didn't show it.they took care of me and my daughter's and I especially have to mention Scott and Daniel. They had the guest laughing and got them checked in.daniel the head security guy made the place fell safer on top of all the safety measures they had in place.location and services makes this place a must stay again,5,Sunny B,May-21
196,Outstanding service,I visited this hotel as a last resort because I'm a hilton honors member. But as people say everything happens for a reason. I have never been treated with as much care and comfort as the members of hotel edison treated me and my family. The security guard Danny and manager Scott made it a trip to remember. They handled ever request with urgency and they had alot of humor to go with it. I will be only going to the EDISON from now on. Me and my family thank you Danny and Scott and the entire staff at the Edison. See you soon. KURT MCINTOSH,5,Kurt Mcintosh,May-21
197,My home away from home in NYC!,The friendliest staff in NYC along with the best location for Broadway.  I never stay anywhere else. I highly recommend the Hotel Edison to my friends and family.  Been staying there for many years and will keep doing so for years to come.,5,Lisa R,Jun-21
198,My favorite place to stay in NYC!,"I have stayed here for years and stayed most recently in June 2021, and was very pleased. The room was comfortable and clean, and the complimentary breakfast was very nice with several options available. When our plans changed I felt that the reception staff were very helpful and accommodating in meeting our needs. I love the Edison and stay here when I can when I visit NYC. You can't beat the excellent location and the service is always good. The art deco styling gives you a real feel for classic New York. Convenient to Times Square, theatres, subway lines and the Port Authority.",5,Vickmeister58,Jun-21
199,My night in Edison,i had a great stay with all my friends in a room with the best view. I would like to thank Danny the manger for giving me the best stay and making sure everything was alright he is the best! i highly recommend this hotel for anyone looking to stay in times square.,5,kayla b,Jun-21
200,Great Find...,"Booked last minute and so glad we did. Hotel Edison has a great vintage Art Deco feel with comfortable rooms and great service.  We especially loved the cotton sheets, comfortable beds and no chemical laundry or air fresheners. This is a busy hotel in a very touristic location but the service was very personal and appreciated. Have to especially thank Christian, Mayra, LaToya and Scott for very helpful and friendly assistance through out our stay. We also appreciated the efficient and attentive breakfast service in the attached restaurant.",5,Sunnygirl330,Jun-21
201,That Family Feel,"I can't say enough good things about Hotel Edison. As soon as we walked in, we were greeted by Danny who went above and beyond to exceed our expectations. He took really good care of my sister and I on our first stay in NYC. He made sure we were well taken care of and gave us a room upgrade (shout-out to Sam). The hotel is very clean, the staff are extremely friendly and it's a great, unique atmosphere with a historical feel. The rooms were very clean, everything was provided for us. Danny also gave us a ton of recommendations of things to do while in the city, it wasn't hard to feel right at home here. Thanks, ""Uncle Danny"" - you're the best!You won't regret booking your stay at the Edison.",5,Katelyn B,Jun-21
202,Hotel Edison,not impressed! took 30min to get checked in at 11pm. the line was long and no announcement was made like "theirs a computer issue" Their self check in kiosk didnt work either. Try and get room away from street if you go. SO loud at night. its like there is no insolation to help w/ the noise. no room service due to covid BUT they didnt tell us at desk that if we needed new towels or room cleaned/turned down we needed to ask. and when i did ask for new towels. HOURS to get and had to ask multiple people. Room itself was small w/ VERY small bathroom. location right in times square. turn a corner and see where the ball drops. also close to the big bus (aka hop on and off),3,KBM920,May-21
203,Awful Stay,"I Stayed here May 30-31, 2021 and was thankful it was just for one restless night. The lobby is gorgeous but the rooms are awful. The tub was old, dingy, and obviously repainted and someone else’s hair was left in it. The bed was like sleeping on a board. I managed about 2 hours of sleep off and on all night and was exhausted and sore all day. The view was of a bunch of roofs and AC units. The windows and blinds were filthy. It smelled musty and like weed in the hall and room. Breakfast was suppose to start at 7:30am. It was after 8 before they even opened the door leaving about a 100 of us waiting in line to get in. It was 8:20 before I was seated and another 10 minutes to even get a beverage. If you get a breakfast voucher it only covers a tiny selection of food. I opted for the eggs scrambled with bacon, toast, and potato hash. The potatoes were as disgusting as they looked, I nearly threw up. The eggs were not seasoned at all and my waitress never returned to my table so I could get salt and pepper. Because it took so long to even get my food I ended up missing my reservation at the museum ruining my plans for the entire day. I immediately found another hotel, Roommate Grace, which is way better and cost about the same and the bonus is that it has an open indoor pool. Don’t let the breakfast or the pictures of the rooms sway you because they are not as pictured. Avoid this place, much nicer locations nearby. The lobby is worth a look though with it’s Art Deco design and murals.",1,Victoria,May-21
204,A great weekend,I would like to given a great review and thumb up to the Daniel O’Obrien area director of security and Brommer to make my staying at the Hotel pleasant and safe I was traveling solo also to the staff helping me arrange my tours and directions thanks good job Edison Hotel,5,Trinidad F,Jun-21
